time_s,ring1_x,ring1_y,ring1_z,ring1_dist,ring2_x,ring2_y,ring2_z,ring2_dist,ring3_x,ring3_y,ring3_z,ring3_dist,ring4_x,ring4_y,ring4_z,ring4_dist,ring5_x,ring5_y,ring5_z,ring5_dist,ring6_x,ring6_y,ring6_z,ring6_dist,ring7_x,ring7_y,ring7_z,ring7_dist,ring8_x,ring8_y,ring8_z,ring8_dist,ring9_x,ring9_y,ring9_z,ring9_dist,ring10_x,ring10_y,ring10_z,ring10_dist
2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000244e-01,8.940697071579961630e-10,0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000044e-01,1.788139358804841095e-09,0.000000000000000000e+00,0.000000000000000000e+00,4.199999999999999845e-01,2.682209010451686026e-09,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000200e-01,3.576278717609682190e-09,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,2.980232172156149772e-09,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000355e-01,5.364418131925674516e-09,0.000000000000000000e+00,0.000000000000000000e+00,5.799999999999999600e-01,1.192092868862459909e-09,0.000000000000000000e+00,0.000000000000000000e+00,6.199999999999999956e-01,7.152557435219364379e-09,0.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000311e-01,1.430511464839412383e-08,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,4.999989271163962634e-03
4.000000000000000083e-03,-9.446689147652402436e-17,1.751036710131508745e-14,3.400000745969113392e-01,7.549098102188829225e-08,-4.086129278269101348e-16,-1.871350025831981544e-14,3.800001960908211407e-01,1.978789604950578906e-07,-9.690973416937028971e-16,-2.146521015023266106e-15,4.200003016885545115e-01,3.043707635375092480e-07,-1.798471149255891179e-15,-3.423337022148564707e-15,4.600003830737632304e-01,3.866500419280605172e-07,-2.911841985250425114e-15,1.349032268142750513e-14,5.000000515033365955e-01,4.852310442338402268e-08,-4.301479334826527078e-15,1.317385749062188618e-14,5.400005633169517871e-01,5.686813698835282324e-07,-5.910508695867747893e-15,1.355729102722054293e-14,5.800007044005632828e-01,7.032084704539089856e-07,7.429212512673931819e-15,-1.193105574884001655e-14,6.200008779134020820e-01,8.850659595216472283e-07,-9.316706062232870597e-15,-1.964743480103511308e-14,6.600010549307365748e-01,1.040625621895330255e-06,1.912518330490174569e-15,1.239135773644512284e-14,7.000111769270576101e-01,5.011166198221617130e-03
6.000000000000000125e-03,-7.563941142638359722e-10,-8.170261091116679317e-09,3.400001983825935437e-01,1.993327327947088464e-07,-1.973608549473614647e-09,-2.840400082136980186e-08,3.800005215325446550e-01,5.235813067157909162e-07,-2.141745098464893467e-09,-5.531650578538901542e-08,4.200008024839871901e-01,8.058330176020832966e-07,-1.013461027898462010e-09,-8.152132403126238789e-08,4.600010191115610492e-01,1.023888727936242172e-06,-2.685387249208344231e-09,-9.799275930592661717e-08,5.000002289005274214e-01,2.343401353323570733e-07,-6.169821349003955549e-09,-9.190924041655436876e-08,5.400014992151165316e-01,1.505934148644596782e-06,-9.921529886964125029e-09,-4.901763547173783635e-08,5.800018752753141049e-01,1.874669170530888274e-06,-1.322045409327216231e-08,4.689340960852056246e-08,6.200023382069423938e-01,2.345363009945973161e-06,-1.586849085372354560e-08,2.113096956328695699e-07,6.600028113065360413e-01,2.798050467290191309e-06,-1.853207739867260504e-08,4.068995769428511352e-07,7.000313956384226488e-01,5.031384912584242405e-03
8.000000000000000167e-03,5.834385369266145837e-10,-2.924897705030739969e-08,3.400003517430345568e-01,3.530186187230203193e-07,2.083992379260688520e-09,-1.023649135875471096e-07,3.800009247893723630e-01,9.284020424571694873e-07,3.210499286072551382e-09,-1.925034949155168633e-07,4.200014231472658510e-01,1.430227341320221923e-06,2.653221338574275878e-09,-2.679175885721249284e-07,4.600018075610312063e-01,1.818358107321003041e-06,-4.647281949291092054e-09,-2.929120224127162441e-07,5.000005934612175018e-01,6.201478350520132087e-07,-1.482371881978405652e-08,-2.389020585646110954e-07,5.400026601025066375e-01,2.671650717290649646e-06,-2.292364800928971899e-08,-7.308771604456125311e-08,5.800033283319722122e-01,3.329360331897715202e-06,-2.867490678825421108e-08,2.544717114638478823e-07,6.200041516621950244e-01,4.158848517079565637e-06,-3.262245775689224627e-08,7.932471523741800119e-07,6.600049944438428629e-01,4.986565210006126211e-06,-3.327923994079571248e-08,1.382731059660850048e-06,7.000586566398792066e-01,5.058645936696947072e-03
1.000000000000000021e-02,8.124368890510621648e-10,-6.476103555820257501e-08,3.400005198584575838e-01,5.219160236396438425e-07,2.219560196786594189e-09,-2.242076238809514822e-07,3.800013669115540615e-01,1.374176355345409024e-06,2.084178776168287724e-09,-4.103353010356671889e-07,4.200021037611205155e-01,2.119067138491211535e-06,-2.250088466469897590e-09,-5.479240288357381855e-07,4.600026723608396373e-01,2.695452589760519259e-06,-1.651256092981928968e-08,-5.543226760658266585e-07,5.000011934614828624e-01,1.243939076451541131e-06,-3.331705863632870244e-08,-3.900689742179470652e-07,5.400039341838970275e-01,3.953172892527100169e-06,-4.346548575044080216e-08,-8.303750416966618474e-09,5.800049238320115208e-01,4.926766526501038526e-06,-4.766048449258490338e-08,6.900348276379189147e-07,6.200061442142505985e-01,6.151704425657036012e-06,-4.803261731688128340e-08,1.802410695534476345e-06,6.600073953266867299e-01,7.398671628807626420e-06,-4.067617726804210700e-08,3.259014392981050667e-06,7.000914792026204925e-01,5.091468624170120139e-03
1.200000000000000025e-02,1.307640159887409484e-10,-1.134828795422735987e-07,3.400006918218078100e-01,6.952059148559134432e-07,-2.665141192575018921e-10,-3.872751387008903324e-07,3.800018192234443926e-01,1.832462980012651915e-06,-3.101474376700030065e-09,-6.915256256020838938e-07,4.200028001973302727e-01,2.828360702350906965e-06,-1.250435998232574396e-08,-8.877065299152845938e-07,4.600035574608573041e-01,3.598624528994335134e-06,-3.453710062572514745e-08,-8.253771901438440027e-07,5.000020670855915839e-01,2.137280394930275201e-06,-5.792001734257956446e-08,-4.622870851305726232e-07,5.400052389544079956e-01,5.266108760765332258e-06,-6.901883994613968234e-08,2.546091633877733337e-07,5.800065585283215031e-01,6.562614785291384647e-06,-6.986547085742136450e-08,1.485688376296262263e-06,6.200081870387413874e-01,8.195757906196834294e-06,-6.421093266176048760e-08,3.386443334090813955e-06,6.600098589278141636e-01,9.881447966938704456e-06,-4.641923042221280470e-08,6.085950852567855823e-06,7.001286900612091468e-01,5.128679826783968249e-03
1.400000000000000029e-02,-5.725700707923692545e-10,-1.721339373688653597e-07,3.400008598748541777e-01,8.650609071613775109e-07,-2.743832200892689909e-09,-5.787101914830921951e-07,3.800022613203059563e-01,2.282398083322689362e-06,-8.481053867236741398e-09,-1.008887803173152488e-06,4.200034810392603291e-01,3.525433787466078195e-06,-2.344944001331269279e-08,-1.242594685321629275e-06,4.600044229314477762e-01,4.485713196380171366e-06,-5.377387075468042278e-08,-1.042749470956202233e-06,5.000032440553915380e-01,3.326374310460807328e-06,-8.418822982330649171e-08,-3.731978037905065256e-07,5.400065155367770320e-01,6.549672671051501951e-06,-9.689709815806419180e-08,8.169397752590474901e-07,5.800081586410944512e-01,8.162611392363827148e-06,-9.536989153704152155e-08,2.758519321784721425e-06,6.200101879097781321e-01,1.019980685886026810e-05,-8.472960956860711898e-08,5.672150026512288353e-06,6.600122739718007336e-01,1.232517068639681623e-05,-5.778895021928021972e-08,9.920433709714850188e-06,7.001691859164017595e-01,5.169176349480122078e-03
1.600000000000000033e-02,-1.132167784366452429e-09,-2.366378893187972333e-07,3.400010187543057172e-01,1.026032439821103618e-06,-4.785824262692310638e-09,-7.834446963649424720e-07,3.800026793520434598e-01,2.709221362974253087e-06,-1.335621464864007906e-08,-1.332288787008652463e-06,4.200041249475703342e-01,4.186913635527421270e-06,-3.404229249379903421e-08,-1.566077731216684084e-06,4.600052416295471458e-01,5.326630545050397730e-06,-7.296930293161602297e-08,-1.145304071754606104e-06,5.000047457483068891e-01,4.832043035337033570e-06,-1.109471135664614961e-07,-4.781806175795077809e-08,5.400077238202413143e-01,7.762461707008525293e-06,-1.264266854238556507e-07,1.767922634906698997e-06,5.800096738206590441e-01,9.676543369911567226e-06,-1.241413059929748391e-07,4.610164270154682313e-06,6.200120837402529617e-01,1.210189798776669751e-05,-1.103609339606589627e-07,8.770003030816185782e-06,6.600145640972790995e-01,1.465425089838529157e-05,-7.652391600627138286e-08,1.483341677867877051e-05,7.002119417130743262e-01,5.211933214818217225e-03
1.800000000000000211e-02,-1.622667630638548413e-09,-3.029771023185966728e-07,3.400011651394726497e-01,1.174577593295256498e-06,-6.648701848713561034e-09,-9.869092885317785594e-07,3.800030645737773605e-01,3.103184677356547504e-06,-1.805028029317803752e-08,-1.633216278200200533e-06,4.200047184355433783e-01,4.797248864245910402e-06,-4.451325869696026117e-08,-1.815266204363728887e-06,4.600059963811344299e-01,6.101522483931098716e-06,-9.223983748969923589e-08,-1.078478812113028644e-06,5.000065854467310444e-01,6.668939827651213707e-06,-1.382295092813943308e-07,5.793193011304244732e-07,5.400088383458764296e-01,8.878516553136426521e-06,-1.576090933337944411e-07,3.184895121210758924e-06,5.800110720307695145e-01,1.107298485371720113e-05,-1.560904081112969143e-07,7.129421471017328964e-06,6.200138342540834069e-01,1.386275846720105499e-05,-1.409345424987640126e-07,1.277907648823073306e-05,6.600166803346818600e-01,1.681982580451922812e-05,-1.024238941654740310e-07,2.091021489349551666e-05,7.002560167890963250e-01,5.256009825860536062e-03
2.000000000000000042e-02,-2.131517059077767475e-09,-3.676678631157657794e-07,3.400012971924441518e-01,1.308665265116991087e-06,-8.616953823668321193e-09,-1.176527306516226806e-06,3.800034121388297659e-01,3.458620106621939974e-06,-2.298856707251969113e-08,-1.887167454029422542e-06,4.200052540153446090e-01,5.347371704377709454e-06,-5.532935117252754327e-08,-1.953455316702761345e-06,4.600066776320732576e-01,6.798993429086245134e-06,-1.120318633845949652e-07,-7.957682954770879662e-07,5.000087687011832704e-01,8.844778509338260356e-06,-1.663720348199281246e-07,1.564380720400441338e-06,5.400098448707234544e-01,9.883771220882347789e-06,-1.905510160262608820e-07,5.135137246359933077e-06,5.800123352704997792e-01,1.233476562830487287e-05,-1.909973969476656827e-07,1.039549087410066941e-05,6.200154166871565398e-01,1.546036810726900905e-05,-1.758884941028367201e-07,1.779108879865779142e-05,6.600185947906981321e-01,1.879367385649648601e-05,-1.345683765060408341e-07,2.824788782423324162e-05,7.003005590496067523e-01,5.300554162472216960e-03
